iter	Accuracy	Logloss
372	0.8609550562	0.3611429254
373	0.8595505618	0.3609492792
374	0.8595505618	0.360792787
375	0.8609550562	0.3606256198
376	0.8595505618	0.3604963836
377	0.8595505618	0.3604150465
378	0.8595505618	0.3601424209
379	0.8595505618	0.3598728006
380	0.8595505618	0.3598669142
381	0.8609550562	0.3597685544
382	0.8623595506	0.3597491271
383	0.8623595506	0.3596721465
384	0.8623595506	0.3596443792
385	0.8623595506	0.359384826
386	0.8623595506	0.3593474495
387	0.8623595506	0.3593148692
388	0.8623595506	0.3592520834
389	0.8623595506	0.3589867445
390	0.8623595506	0.3587506412
391	0.8623595506	0.3586840379
392	0.8623595506	0.3585859728
393	0.8623595506	0.35858584
394	0.8623595506	0.3585535758
395	0.8623595506	0.3585005733
396	0.8623595506	0.3583939649
397	0.8623595506	0.358093674
398	0.8623595506	0.3580117956
399	0.8623595506	0.3578015086
400	0.8623595506	0.3577669708
401	0.8623595506	0.3575394026
402	0.8623595506	0.3574616734
403	0.8623595506	0.3573105271
404	0.8623595506	0.3570818469
405	0.8637640449	0.357024993
406	0.8651685393	0.3569423108
407	0.8651685393	0.3567266845
408	0.8651685393	0.3567214166
409	0.8651685393	0.356452014
410	0.8651685393	0.3563568305
411	0.8651685393	0.3563000177
412	0.8651685393	0.3561215992
413	0.8651685393	0.3560721507
414	0.8651685393	0.3559713349
415	0.8651685393	0.3559324115
416	0.8665730337	0.3556156811
417	0.8665730337	0.3555928618
418	0.8665730337	0.3552066148
419	0.8665730337	0.3551574193
420	0.8665730337	0.3551415322
421	0.8665730337	0.3551149269
422	0.8665730337	0.3550402094
423	0.8665730337	0.3549896611
424	0.8665730337	0.3547818616
425	0.8665730337	0.3546511518
426	0.8665730337	0.3544871192
427	0.8665730337	0.3544741417
428	0.8665730337	0.3543704937
429	0.8665730337	0.3540911617
430	0.8665730337	0.3540672752
431	0.8665730337	0.3540358727
432	0.8665730337	0.3538787307
433	0.8665730337	0.3538553633
434	0.8665730337	0.35372587
435	0.8665730337	0.353597825
436	0.8665730337	0.3535035294
437	0.8665730337	0.3534126032
438	0.8665730337	0.3533386359
439	0.8665730337	0.3532878189
440	0.8665730337	0.3531169925
441	0.8665730337	0.3529139365
442	0.8665730337	0.3528327198
443	0.8679775281	0.3527721413
444	0.8679775281	0.3527702943
445	0.8693820225	0.3526233631
446	0.8693820225	0.3526138909
447	0.8693820225	0.3525399434
448	0.8693820225	0.352511293
449	0.8679775281	0.3524905857
450	0.8679775281	0.3524468381
451	0.8693820225	0.352360745
452	0.8693820225	0.3523076583
453	0.8693820225	0.3522779738
454	0.8693820225	0.3520599113
455	0.8693820225	0.351970204
456	0.8707865169	0.3519688519
457	0.8707865169	0.3519485117
458	0.8707865169	0.3519484922
459	0.8707865169	0.3518946624
460	0.8707865169	0.3518806288
461	0.8707865169	0.351790241
462	0.8707865169	0.3515376758
463	0.8707865169	0.3514775611
464	0.8707865169	0.35130072
465	0.8707865169	0.3513007167
466	0.8693820225	0.3512895155
467	0.8693820225	0.3510461534
468	0.8693820225	0.3510373479
469	0.8693820225	0.3510222187
470	0.8693820225	0.350975982
471	0.8693820225	0.3508082911
472	0.8707865169	0.3505762361
473	0.8707865169	0.3505042217
474	0.8693820225	0.350322215
475	0.8693820225	0.3503084864
476	0.8721910112	0.3502268525
477	0.8721910112	0.3501509666
478	0.8721910112	0.3501117542
479	0.8721910112	0.3500179034
480	0.8735955056	0.3498671648
481	0.8735955056	0.3497779376
482	0.8721910112	0.349718867
483	0.8721910112	0.3496956174
484	0.8721910112	0.3496201027
485	0.8735955056	0.3494056726
486	0.8735955056	0.349315348
487	0.8735955056	0.34916117
488	0.8735955056	0.3490148444
489	0.8721910112	0.3489106475
490	0.8735955056	0.3487161413
491	0.8735955056	0.3486270467
492	0.8735955056	0.3486190486
493	0.8735955056	0.348536089
494	0.8735955056	0.348387159
495	0.8735955056	0.348326351
496	0.8735955056	0.3483226978
497	0.8735955056	0.3482945998
498	0.8735955056	0.3482313064
499	0.8735955056	0.3481969177
500	0.8735955056	0.3480823308
501	0.8735955056	0.3479580892
502	0.8721910112	0.3478302773
503	0.8721910112	0.3477512907
504	0.8721910112	0.3477163212
505	0.8721910112	0.3476993
506	0.8721910112	0.3475779292
507	0.8721910112	0.3474514117
508	0.8721910112	0.3473214277
509	0.8721910112	0.3473168187
510	0.875	0.3471779187
511	0.875	0.3471497175
512	0.875	0.3470229611
513	0.875	0.3469613265
514	0.875	0.3468897848
515	0.875	0.3466502243
516	0.875	0.3464774999
517	0.875	0.3463687626
518	0.875	0.3462830313
519	0.875	0.3461887602
520	0.8735955056	0.346108988
521	0.8735955056	0.3460421626
522	0.8735955056	0.3460175954
523	0.875	0.3457870794
524	0.875	0.3456559046
525	0.875	0.3455754128
526	0.8735955056	0.3455433429
527	0.8735955056	0.3453975038
528	0.8735955056	0.3453975038
529	0.8735955056	0.3453886278
530	0.8735955056	0.3453360649
531	0.8735955056	0.3452811817
532	0.8735955056	0.3452666088
533	0.8735955056	0.3452067311
534	0.8735955056	0.3450802443
535	0.8735955056	0.3450342319
536	0.8735955056	0.3450342319
537	0.875	0.3447453768
538	0.875	0.3446398492
539	0.875	0.3445778063
540	0.875	0.3444489722
541	0.875	0.3443248838
542	0.875	0.3443239405
543	0.875	0.3442808933
544	0.875	0.34419794
545	0.875	0.3440132717
546	0.875	0.3438465331
547	0.875	0.3438341009
548	0.875	0.3437874902
549	0.875	0.3437581891
550	0.875	0.3436214338
551	0.875	0.343356074
552	0.875	0.3432808744
553	0.875	0.3432680657
554	0.8735955056	0.3431705836
555	0.8735955056	0.3430332798
556	0.8735955056	0.3429646745
557	0.8735955056	0.3428688603
558	0.8735955056	0.3428056028
559	0.8735955056	0.3427246026
560	0.8735955056	0.3426681662
561	0.8735955056	0.3424212366
562	0.8735955056	0.342286284
563	0.8735955056	0.3422075808
564	0.8735955056	0.3421891597
565	0.8735955056	0.3421076582
566	0.875	0.3419761738
567	0.875	0.3418827881
568	0.8764044944	0.3418048576
569	0.8764044944	0.3417604386
570	0.8764044944	0.3416106202
571	0.8764044944	0.3415783964
572	0.8778089888	0.3414451658
573	0.8778089888	0.3414000709
574	0.8778089888	0.3412166435
575	0.8778089888	0.341107882
576	0.8778089888	0.3408545824
577	0.8778089888	0.3408099796
578	0.8778089888	0.3407335552
579	0.8778089888	0.3406694191
580	0.8778089888	0.3405832468
581	0.8778089888	0.3405170728
582	0.875	0.3404004829
583	0.8764044944	0.3402071689
584	0.8764044944	0.3402067355
585	0.8764044944	0.3400975135
586	0.8764044944	0.3400516335
587	0.8764044944	0.3399137771
588	0.8764044944	0.3396902876
589	0.8764044944	0.3395687464
590	0.8764044944	0.3394807014
591	0.8764044944	0.3394409991
592	0.8764044944	0.3394375302
593	0.8764044944	0.3392941485
594	0.8764044944	0.3391399673
595	0.8764044944	0.3391258309
596	0.8764044944	0.3391124103
597	0.8764044944	0.3390873358
598	0.8764044944	0.339087258
599	0.8764044944	0.3390266823
600	0.8764044944	0.3387785577
601	0.8764044944	0.3386658901
602	0.8764044944	0.3385809641
603	0.8764044944	0.3384526951
604	0.8764044944	0.3382874925
605	0.8764044944	0.3382639029
606	0.8764044944	0.3380484473
607	0.8764044944	0.337940757
608	0.8764044944	0.3379236852
609	0.8764044944	0.3377564672
610	0.8764044944	0.3377202007
611	0.8764044944	0.3376162569
612	0.8764044944	0.3376041795
613	0.8764044944	0.337481603
614	0.8764044944	0.3373587569
615	0.8764044944	0.3372029484
616	0.8764044944	0.3371078355
617	0.8764044944	0.3370010116
618	0.8764044944	0.3367970831
619	0.8764044944	0.3367120855
620	0.8764044944	0.3366631534
621	0.8764044944	0.3366369916
622	0.8764044944	0.3365965462
623	0.8764044944	0.3365390116
624	0.8764044944	0.3365331309
625	0.8764044944	0.3365094035
626	0.8764044944	0.3362764178
627	0.8764044944	0.3360710874
628	0.8764044944	0.3359626493
629	0.8764044944	0.3359288724
630	0.8764044944	0.3358843261
631	0.8764044944	0.3357617145
632	0.8764044944	0.3357346714
633	0.8764044944	0.3356375579
634	0.8764044944	0.3355727138
635	0.8764044944	0.3353788811
636	0.8764044944	0.3353750001
637	0.8764044944	0.3352113775
638	0.8764044944	0.3352005741
639	0.8764044944	0.3351943943
640	0.8764044944	0.3349892792
641	0.8764044944	0.3349357348
642	0.8764044944	0.3348062232
643	0.8764044944	0.3347033045
644	0.8764044944	0.3344957475
645	0.8778089888	0.3343410699
646	0.8778089888	0.334185538
647	0.8778089888	0.3340886955
648	0.8778089888	0.3340079218
649	0.8778089888	0.3339002937
650	0.8778089888	0.3337857241
651	0.8778089888	0.3335776628
652	0.8778089888	0.3334162481
653	0.8778089888	0.3333359415
654	0.8778089888	0.3332981277
655	0.8778089888	0.3331634617
656	0.8778089888	0.3330842531
657	0.8778089888	0.3330691139
658	0.8778089888	0.3328381816
659	0.8778089888	0.3327101627
660	0.8778089888	0.3325970777
661	0.8778089888	0.3325135365
662	0.8778089888	0.3325024594
663	0.8778089888	0.3324074888
664	0.8778089888	0.332363877
665	0.8792134831	0.3322741678
666	0.8792134831	0.3321632614
667	0.8778089888	0.3320848734
668	0.8792134831	0.3319228835
669	0.8792134831	0.3318601568
670	0.8792134831	0.3316518839
671	0.8792134831	0.3315982301
672	0.8792134831	0.3314830608
673	0.8792134831	0.3313194004
674	0.8792134831	0.3313088343
675	0.8792134831	0.3312981774
676	0.8792134831	0.331244864
677	0.8792134831	0.3312101298
678	0.8792134831	0.3311851777
679	0.8792134831	0.3310922718
680	0.8792134831	0.3309628628
681	0.8792134831	0.3306974138
682	0.8792134831	0.3305667131
683	0.8792134831	0.330546774
684	0.8792134831	0.330512369
685	0.8792134831	0.3304957967
686	0.8792134831	0.3302574837
687	0.8792134831	0.3301699863
688	0.8792134831	0.3300793345
689	0.8792134831	0.3299923876
690	0.8792134831	0.3298709936
691	0.8792134831	0.3297098993
692	0.8792134831	0.329626519
693	0.8792134831	0.3295161174
694	0.8792134831	0.3293119453
695	0.8792134831	0.3292430522
696	0.8792134831	0.3290862497
697	0.8792134831	0.3290303612
698	0.8792134831	0.3289127262
699	0.8806179775	0.328866793
700	0.8806179775	0.3288215638
701	0.8792134831	0.3287152979
702	0.8806179775	0.328638864
703	0.8806179775	0.3285985334
704	0.8806179775	0.3285885025
705	0.8806179775	0.3283485834
706	0.8806179775	0.3283434076
707	0.8792134831	0.3283044436
708	0.8806179775	0.3282687125
709	0.8806179775	0.3282570975
710	0.8806179775	0.3282528557
711	0.8806179775	0.3282431431
712	0.8806179775	0.3282335346
713	0.8806179775	0.3279856536
714	0.8806179775	0.3279066029
715	0.8806179775	0.3278454617
716	0.8806179775	0.3276912723
717	0.8806179775	0.3276789166
718	0.8806179775	0.3275426319
719	0.8806179775	0.3274553968
720	0.8806179775	0.3273475867
721	0.8806179775	0.3273137943
722	0.8806179775	0.32723051
723	0.8806179775	0.3270649228
724	0.8806179775	0.3270047375
725	0.8806179775	0.3268615648
726	0.8806179775	0.3266607594
727	0.8806179775	0.3265629598
728	0.8806179775	0.3265057726
729	0.8806179775	0.3263657759
730	0.8806179775	0.3262376656
731	0.8806179775	0.3261393434
732	0.8806179775	0.3261327758
733	0.8806179775	0.3260756195
734	0.8806179775	0.3259997092
735	0.8806179775	0.325990399
736	0.8806179775	0.3259252464
737	0.8806179775	0.3257257632
738	0.8806179775	0.3256825107
739	0.8806179775	0.3256733009
740	0.8806179775	0.3255426359
741	0.8806179775	0.3255335231
742	0.8806179775	0.3254754375
743	0.8806179775	0.3254220146
744	0.8806179775	0.3252741766
745	0.8806179775	0.3251932244
746	0.8806179775	0.325040602
747	0.8806179775	0.3250156744
748	0.8806179775	0.324981636
749	0.8820224719	0.3248287254
750	0.8820224719	0.3246986611
751	0.8820224719	0.3246166892
752	0.8820224719	0.3245225152
753	0.8820224719	0.3244413231
754	0.8820224719	0.3244166997
755	0.8834269663	0.324159781
756	0.8834269663	0.3241135398
757	0.8834269663	0.3239007354
758	0.8834269663	0.3238901874
759	0.8834269663	0.3238856664
760	0.8834269663	0.3236543153
761	0.8834269663	0.3236142904
762	0.8834269663	0.3234259675
763	0.8834269663	0.323411806
764	0.8848314607	0.3231867562
765	0.8848314607	0.3231347376
766	0.8848314607	0.3229980735
767	0.8848314607	0.3229626637
768	0.8848314607	0.3229542141
769	0.8848314607	0.3227357055
770	0.8848314607	0.3226418065
771	0.8848314607	0.3226020364
772	0.8848314607	0.3224056732
773	0.8848314607	0.3223846033
774	0.8848314607	0.3222296751
775	0.8848314607	0.3221219789
776	0.8848314607	0.3220446646
777	0.8848314607	0.3220366456
778	0.8848314607	0.3220269326
779	0.8848314607	0.3218544185
780	0.8848314607	0.3218107892
781	0.8862359551	0.3217894694
782	0.8862359551	0.3217550065
783	0.8862359551	0.3216338758
784	0.8862359551	0.3215969385
785	0.8862359551	0.3215403409
786	0.8862359551	0.3214168307
787	0.8862359551	0.3212727574
788	0.8862359551	0.3211743407
789	0.8862359551	0.3211349227
790	0.8862359551	0.3210847355
791	0.8862359551	0.3209704601
792	0.8862359551	0.3207766279
793	0.8862359551	0.3204598603
794	0.8862359551	0.3204105056
795	0.8862359551	0.3203404672
796	0.8862359551	0.3201186866
797	0.8862359551	0.320073144
798	0.8862359551	0.3198643038
799	0.8876404494	0.3198124368
800	0.8848314607	0.3195441607
801	0.8848314607	0.3193876954
802	0.8848314607	0.3191026712
803	0.8862359551	0.318952165
804	0.8862359551	0.3188821861
805	0.8862359551	0.3188749272
806	0.8862359551	0.3188677455
807	0.8862359551	0.3187576464
808	0.8862359551	0.3187028169
809	0.8862359551	0.3185803856
810	0.8862359551	0.3183663357
811	0.8862359551	0.3182731001
812	0.8862359551	0.3182402897
813	0.8862359551	0.3181510965
814	0.8862359551	0.3180879738
815	0.8848314607	0.318029516
816	0.8848314607	0.3179678435
817	0.8862359551	0.3178265352
818	0.8862359551	0.3177241904
819	0.8862359551	0.3175850748
820	0.8862359551	0.3171740443
821	0.8862359551	0.3171391396
822	0.8862359551	0.3170139471
823	0.8862359551	0.316990226
824	0.8862359551	0.3169162561
825	0.8862359551	0.3168939625
826	0.8862359551	0.3166851641
827	0.8862359551	0.3166018191
828	0.8862359551	0.3165194251
829	0.8862359551	0.3162475693
830	0.8862359551	0.31613602
831	0.8862359551	0.31609633
832	0.8862359551	0.3159099417
833	0.8862359551	0.3158865869
834	0.8862359551	0.3157947203
835	0.8862359551	0.3157452804
836	0.8862359551	0.3156786266
837	0.8862359551	0.3156254051
838	0.8862359551	0.3155287841
839	0.8862359551	0.3153807304
840	0.8862359551	0.3153600104
841	0.8862359551	0.3152609341
842	0.8862359551	0.3152434904
843	0.8862359551	0.315091648
844	0.8862359551	0.3149981592
845	0.8862359551	0.3149516719
846	0.8862359551	0.3148206208
847	0.8862359551	0.3147452764
848	0.8862359551	0.3146228541
849	0.8862359551	0.3145609653
850	0.8862359551	0.3144932404
851	0.8876404494	0.3142939915
852	0.8876404494	0.3141819241
853	0.8876404494	0.3141393073
854	0.8876404494	0.3139290081
855	0.8876404494	0.3137193735
856	0.8876404494	0.3135256873
857	0.8876404494	0.3134792757
858	0.8876404494	0.3134125617
859	0.8876404494	0.3133363718
860	0.8876404494	0.3130449435
861	0.8876404494	0.3129839968
862	0.8876404494	0.3128971781
863	0.8876404494	0.3127482533
864	0.8876404494	0.3125578561
865	0.8876404494	0.3125204006
866	0.8876404494	0.3123288923
867	0.8876404494	0.3122302044
868	0.8876404494	0.3121472096
869	0.8876404494	0.3120498912
870	0.8876404494	0.3119929716
871	0.8876404494	0.3118321232
872	0.8876404494	0.3118024517
873	0.8876404494	0.3116566074
874	0.8876404494	0.3114532115
875	0.8876404494	0.3114277847
876	0.8876404494	0.3113385971
877	0.8876404494	0.3111347101
878	0.8876404494	0.3110405377
879	0.8876404494	0.3109960343
880	0.8876404494	0.3109702395
881	0.8876404494	0.3108909506
882	0.8876404494	0.3107035626
883	0.8876404494	0.3106029993
884	0.8876404494	0.3103821222
885	0.8876404494	0.3102937611
886	0.8876404494	0.3100944594
887	0.8876404494	0.3100459687
